YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,23.0,23.0,,,22.3,23.8,Sex,Female,,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN04,,AGEADJRATE,SEX,SEXF,,,,
2021,2021,OR,Oregon,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,,%,Crude Prevalence,41.3,41.3,,,36.4,46.4,Age,Age 45-64,,,,,POINT (-120.15503132599969 44.56744942400047),41,ART,ART04,,CRDPREV,AGE,AGE4564,,,,
2019,2019,IL,Illinois,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,77.1,77.1,,,70.0,83.0,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),17,SDOH,SDH12,,CRDPREV,RACE,ASN,,,,
2019,2019,HI,Hawaii,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,39.3,39.3,,,34.7,44.1,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,IMM,IMM01,,CRDPREV,RACE,HAPI,,,,
2021,2021,OH,Ohio,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,23.8,23.8,,,18.5,30.0,Race/Ethnicity,Hispanic,,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD01,,CRDPREV,RACE,HIS,,,,
2021,2021,MO,Missouri,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Age-adjusted Prevalence,32.5,32.5,,,30.6,34.6,Sex,Male,,,,,POINT (-92.56630005299968 38.635790776000476),29,CVD,CVD04,,AGEADJPREV,SEX,SEXM,,,,
2022,2022,GU,Guam,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (144.793731 13.444304),66,CAN,CAN09,,AGEADJPREV,RACE,WHT,,,,
2020,2020,MT,Montana,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS01,,CRDPREV,RACE,BLK,,,,
2022,2022,OR,Oregon,BRFSS,Social Determinants of Health,Lack of social and emotional support needed among adults,,%,Crude Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,Hispanic,,,,,POINT (-120.15503132599969 44.56744942400047),41,SDOH,SDH07,,CRDPREV,RACE,HIS,,,,
2021,2021,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,40.4,40.4,,,32.8,48.4,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD02,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,LA,Louisiana,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed regular soda at least one time daily among high school students,,%,Crude Prevalence,19.7,19.7,,,15.1,25.2,Sex,Male,,,,,POINT (-92.44568007099969 31.31266064400046),22,NPAW,NPW05,,CRDPREV,SEX,SEXM,,,,
2021,2021,NV,Nevada,YRBSS,Alcohol,Alcohol use among high school students,,%,Crude Prevalence,13.9,13.9,,,9.1,20.7,Grade,Grade 10,,,,,POINT (-117.07184056399967 39.493240390000494),32,ALC,ALC01,,CRDPREV,GRADE,GRD10,,,,
2020,2020,OH,Ohio,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude Median,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,ALC,ALC04,,CRDMEDN,RACE,MRC,,,,
2020,2020,LA,Louisiana,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,,%,Crude Prevalence,41.4,41.4,,,25.6,59.1,Age,Age 18-44,,,,,POINT (-92.44568007099969 31.31266064400046),22,COPD,COPD02,,CRDPREV,AGE,AGE1844,,,,
2022,2022,OK,Oklahoma,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Age-adjusted Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,SDOH,SDH12,,AGEADJPREV,RACE,MRC,,,,
2020,2020,RI,Rhode Island,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,AST,AST01,,AGEADJRATE,RACE,AIAN,,,,
2020,2020,DE,Delaware,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,1140.0,1140.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,COPD,COPD03,,NMBR,RACE,BLK,,,,
2019,2019,IN,Indiana,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,27.3,27.3,,,25.6,29.0,Sex,Male,,,,,POINT (-86.14996019399968 39.766910452000445),18,DIS,DIS01,,CRDPREV,SEX,SEXM,,,,
2021,2021,DC,District of Columbia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,31.4,31.4,,,22.7,42.3,Age,Age 45-64,,,,,POINT (-77.036871 38.907192),11,CVD,CVD07,,CRDRATE,AGE,AGE4564,,,,
2019,2019,PR,Puerto Rico,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-66.590149 18.220833),72,SDOH,SDH12,,AGEADJPREV,RACE,MRC,,,,
2020,2020,NM,New Mexico,BRFSS,Diabetes,Diabetes among adults,,%,Crude Prevalence,4.6,4.6,,,3.5,5.9,Age,Age 18-44,,,,,POINT (-106.24058098499967 34.52088095200048),35,DIA,DIA01,,CRDPREV,AGE,AGE1844,,,,
2022,2022,SD,South Dakota,BRFSS,Tobacco,Current cigarette smoking among adults,,%,Crude Prevalence,17.6,17.6,,,13.2,23.1,Age,Age 45-64,,,,,POINT (-100.3735306369997 44.353130053000484),46,TOB,TOB04,,CRDPREV,AGE,AGE4564,,,,
2019,2019,IA,Iowa,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Crude Rate,14.85,14.85,,,14.36,15.34,Sex,Female,,,,,POINT (-93.81649055599968 42.46940091300047),19,CVD,CVD06,,CRDRATE,SEX,SEXF,,,,
2021,2022,WV,West Virginia,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CHC,CHC04,,CRDPREV,RACE,ASN,,,,
2019,2019,KS,Kansas,BRFSS,Health Status,Frequent physical distress among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,HEA,HEA03,,AGEADJPREV,RACE,HAPI,,,,
2020,2020,AL,Alabama,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,87.1,87.1,,,82.6,90.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN09,,CRDPREV,RACE,BLK,,,,
2019,2019,SD,South Dakota,YRBSS,"Nutrition, Physical Activity, and Weight Status",Met aerobic physical activity guideline among high school students,,%,Crude Prevalence,35.7,35.7,,,27.5,44.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,NPAW,NPW08,,CRDPREV,RACE,MRC,,,,
2020,2020,ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Age-adjusted Prevalence,23.7,23.7,,,14.4,36.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,NPAW,NPW06,,AGEADJPREV,RACE,MRC,,,,
2019,2019,NE,Nebraska,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,AST,AST01,,NMBR,RACE,BLK,,,,
2021,2021,SC,South Carolina,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,58.1,58.1,,,42.9,71.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,DIS,DIS01,,CRDPREV,RACE,AIAN,,,,
2019,2019,UT,Utah,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,27.0,27.0,,,,,Age,Age 0-44,,,,,POINT (-111.58713063499971 39.360700171000474),49,CVD,CVD08,,NMBR,AGE,AGE0_44,,,,
2018,2019,DC,District of Columbia,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,NPAW,NPW07,,CRDPREV,RACE,ASN,,,,
2022,2022,RI,Rhode Island,BRFSS,Health Status,2 or more chronic conditions among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,HEA,HEA05,,AGEADJPREV,RACE,AIAN,,,,
2018,2019,RI,Rhode Island,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,,%,Crude Prevalence,45.7,45.7,,,35.9,55.7,Race/Ethnicity,Hispanic,,,,,POINT (-71.52247031399963 41.70828019300046),44,ORH,ORH05,,CRDPREV,RACE,HIS,,,,
2019,2019,US,United States,YRBSS,Tobacco,Current tobacco use of any tobacco product among high school students,,%,Crude Prevalence,20.9,20.9,,,18.2,24.0,Race/Ethnicity,"Black, non-Hispanic",,,,,,59,TOB,TOB01,,CRDPREV,RACE,BLK,,,,
2019,2019,KY,Kentucky,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,HEA,HEA01,,AGEADJPREV,RACE,ASN,,,,
2022,2022,KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,NPAW,NPW14,,CRDPREV,RACE,MRC,,,,
2019,2019,TN,Tennessee,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,19.8,19.8,,,12.7,29.6,Race/Ethnicity,Hispanic,,,,,POINT (-85.77449091399967 35.68094058000048),47,CVD,CVD01,,CRDPREV,RACE,HIS,,,,
2015,2019,WA,Washington,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,15.0,15.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CAN,CAN01,,NMBR,RACE,AIAN,,,,
2019,2019,VT,Vermont,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed regular soda at least one time daily among high school students,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-72.51764079099962 43.62538123900049),50,NPAW,NPW05,,CRDPREV,RACE,HIS,,,,
2019,2019,NV,Nevada,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,ART,ART05,,AGEADJPREV,RACE,MRC,,,,
2020,2020,NM,New Mexico,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,6.0,6.0,,,4.0,8.5,Age,Age 45-64,,,,,POINT (-106.24058098499967 34.52088095200048),35,DIA,DIA04,,CRDRATE,AGE,AGE4564,,,,
2022,2022,FL,Florida,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Age-adjusted Prevalence,37.2,37.2,,,31.0,43.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,IMM,IMM02,,AGEADJPREV,RACE,WHT,,,,
2019,2019,ND,North Dakota,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Age-adjusted Rate,69.49,69.49,,,35.42,103.55,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,COPD,COPD03,,AGEADJRATE,RACE,BLK,,,,
2021,2021,WV,West Virginia,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Age-adjusted Prevalence,10.2,10.2,,,9.1,11.5,Sex,Male,,,,,POINT (-80.71264013499967 38.66551020200046),54,COPD,COPD01,,AGEADJPREV,SEX,SEXM,,,,
2020,2020,AR,Arkansas,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Age-adjusted Prevalence,23.6,23.6,,,19.2,28.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,HEA,HEA01,,AGEADJPREV,RACE,BLK,,,,
2019,2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Crude Prevalence,45.8,45.8,,,43.2,48.4,Sex,Male,,,,,POINT (-66.590149 18.220833),72,NPAW,NPW06,,CRDPREV,SEX,SEXM,,,,
2020,2020,KY,Kentucky,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,,%,Crude Prevalence,44.5,44.5,,,39.9,49.2,Age,Age 45-64,,,,,POINT (-84.77497104799966 37.645970271000465),21,IMM,IMM03,,CRDPREV,AGE,AGE4564,,,,
2019,2019,ND,North Dakota,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,DIA,DIA03,,NMBR,RACE,BLK,,,,
2019,2019,CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status","Met aerobic physical activity guideline for substantial health benefits, adults",,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,NPAW,NPW09,,CRDPREV,RACE,HAPI,,,,
2016,2020,US,United States,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,10.7,10.7,,,10.6,10.9,Race/Ethnicity,Hispanic,,,,,,59,CAN,CAN01,,AGEADJRATE,RACE,HIS,,,,
2020,2020,CO,Colorado,BRFSS,Cancer,Cervical cancer screening among women aged 21-65 years,,%,Age-adjusted Prevalence,85.9,85.9,,,73.2,93.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN10,,AGEADJPREV,RACE,MRC,,,,
2021,2021,KS,Kansas,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,AST,AST01,,CRDRATE,RACE,BLK,,,,
2021,2021,IN,Indiana,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,,%,Age-adjusted Prevalence,59.4,59.4,,,51.9,66.4,Sex,Male,,,,,POINT (-86.14996019399968 39.766910452000445),18,ART,ART06,,AGEADJPREV,SEX,SEXM,,,,
2021,2021,OR,Oregon,YRBSS,Alcohol,Binge drinking prevalence among high school students,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,ALC,ALC07,,CRDPREV,RACE,MRC,,,,
2021,2021,SD,South Dakota,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,COPD,COPD04,,CRDRATE,RACE,BLK,,,,
2022,2022,HI,Hawaii,BRFSS,Diabetes,Diabetes among adults,,%,Age-adjusted Prevalence,9.4,9.4,,,8.3,10.6,Sex,Female,,,,,POINT (-157.85774940299973 21.304850435000446),15,DIA,DIA01,,AGEADJPREV,SEX,SEXF,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,32.0,32.0,,,30.3,33.7,Sex,Female,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN04,,CRDRATE,SEX,SEXF,,,,
2019,2019,DC,District of Columbia,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Age-adjusted Prevalence,73.2,73.2,,,67.9,77.9,Sex,Female,,,,,POINT (-77.036871 38.907192),11,IMM,IMM04,,AGEADJPREV,SEX,SEXF,,,,
2021,2021,FL,Florida,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,MEN,MEN05,,CRDPREV,RACE,AIAN,,,,
2016,2020,WI,Wisconsin,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,25.6,25.6,,,24.7,26.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN05,,CRDRATE,RACE,WHT,,,,
2021,2021,DC,District of Columbia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,NPAW,NPW14,,CRDPREV,RACE,AIAN,,,,
2021,2021,KY,Kentucky,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,372.0,372.0,,,,,Age,Age 45-64,,,,,POINT (-84.77497104799966 37.645970271000465),21,CVD,CVD07,,NMBR,AGE,AGE4564,,,,
2020,2020,HI,Hawaii,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,137.0,137.0,,,,,Sex,Female,,,,,POINT (-157.85774940299973 21.304850435000446),15,COPD,COPD05,,NMBR,SEX,SEXF,,,,
2021,2021,VA,Virginia,BRFSS,Mental Health,Depression among adults,,%,Age-adjusted Prevalence,23.8,23.8,,,22.3,25.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,MEN,MEN02,,AGEADJPREV,RACE,WHT,,,,
2022,2022,MS,Mississippi,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude Median,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,ALC,ALC04,,CRDMEDN,RACE,MRC,,,,
2022,2022,MT,Montana,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,SDOH,SDH12,,CRDPREV,RACE,HAPI,,,,
2021,2021,DE,Delaware,BRFSS,Health Status,Average recent physically unhealthy days among adults,,Number,Crude Mean,3.2,3.2,,,2.7,3.7,Sex,Male,,,,,POINT (-75.57774116799965 39.008830667000495),10,HEA,HEA02,,CRDMEAN,SEX,SEXM,,,,
2019,2019,NM,New Mexico,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),35,TOB,TOB05,,CRDPREV,RACE,ASN,,,,
2018,2019,WI,Wisconsin,NSCH,Oral Health,Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,ORH,ORH04,,CRDPREV,RACE,BLK,,,,
